 Branch,Department,  Year ,  Sales Amount_2019,Year,  Sales Amount_2020,,,,,,,,,,,,,
Agrabad,Transport,2019,252894,2020,578435,,,,,,,,,,,,,
Agrabad,Transport,2019,432098,2020,955193,,,,,,,,,,,,,
Agrabad,Transport,2019,414638,2020,328021,,,,,,,,,,,,,
Agrabad,Transport,2019,384367,2020,291388,,,,,,,,,,,,,
Agrabad,Transport,2019,142130,2020,529722,,,,,,,,,,,,,
Agrabad,Transport,2019,429206,2020,586794,,,,,,,,,,,,,
Agrabad,Transport,2019,127490,2020,782260,,,,,,,,,,,,,
Agrabad,Transport,2019,159822,2020,849425,,,,,,,,,,,,,
Agrabad,Transport,2019,283233,2020,172323,,,,,,,,,,,,,
Agrabad,Transport,2019,292459,2020,605884,,,,,,,,,,,,,
Agrabad,Transport,2019,191129,2020,555934,,,,,,,,,,,,,
Agrabad,Transport,2019,340088,2020,433483,,,,,,,,,,,,,
Agrabad,Transport,2019,386416,2020,896590,,,,,,,,,,,,,
Agrabad,Transport,2019,176973,2020,550215,,,,,,,,,,,,,
Agrabad,Transport,2019,216691,2020,240920,,,,,,,,,,,,,
Agrabad,Transport,2019,302260,2020,139509,,,,,,,,,,,,,
Agrabad,Transport,2019,331330,2020,229690,,,,,,,,,,,,,
Agrabad,Transport,2019,429162,2020,690167,,,,,,,,,,,,,
Agrabad,Transport,2019,310880,2020,991593,,,,,,,,,,,,,
Agrabad,Transport,2019,358468,2020,259180,,,,,,,,,,,,,
Agrabad,Transport,2019,148679,2020,805047,,,,,,,,,,,,,
Agrabad,Transport,2019,116106,2020,574492,,,,,,,,,,,,,
Agrabad,Transport,2019,144487,2020,919568,,,,,,,,,,,,,
Agrabad,Transport,2019,187432,2020,1075664,,,,,,,,,,,,,
Agrabad,Transport,2019,141372,2020,167597,,,,,,,,,,,,,
Agrabad,Transport,2019,257652,2020,278199,,,,,,,,,,,,,
Agrabad,Transport,2019,429670,2020,850064,,,,,,,,,,,,,
Agrabad,Transport,2019,299745,2020,839642,,,,,,,,,,,,,
Agrabad,Transport,2019,277313,2020,565195,,,,,,,,,,,,,
Agrabad,Transport,2019,194897,2020,1132325,,,,,,,,,,,,,
Agrabad,Transport,2019,217377,2020,569676,,,,,,,,,,,,,
Agrabad,Transport,2019,432373,2020,462851,,,,,,,,,,,,,
Agrabad,Transport,2019,266879,2020,477939,,,,,,,,,,,,,
Agrabad,Transport,2019,325042,2020,449657,,,,,,,,,,,,,
Agrabad,Transport,2019,224519,2020,349960,,,,,,,,,,,,,
Agrabad,Transport,2019,327965,2020,525159,,,,,,,,,,,,,
Agrabad,Transport,2019,361459,2020,682054,,,,,,,,,,,,,
Agrabad,Transport,2019,151015,2020,854182,,,,,,,,,,,,,
Agrabad,Transport,2019,173736,2020,869336,,,,,,,,,,,,,
Agrabad,Transport,2019,128693,2020,665786,,,,,,,,,,,,,
Agrabad,Transport,2019,266608,2020,607978,,,,,,,,,,,,,
Agrabad,Transport,2019,201282,2020,399689,,,,,,,,,,,,,
Agrabad,Transport,2019,348226,2020,385662,,,,,,,,,,,,,
Agrabad,Transport,2019,412683,2020,915110,,,,,,,,,,,,,
Agrabad,Transport,2019,145920,2020,711038,,,,,,,,,,,,,
Agrabad,Transport,2019,128495,2020,560186,,,,,,,,,,,,,
Agrabad,Transport,2019,164811,2020,1042212,,,,,,,,,,,,,
Agrabad,Transport,2019,419778,2020,1066827,,,,,,,,,,,,,
Agrabad,Transport,2019,359963,2020,1005947,,,,,,,,,,,,,
Agrabad,Transport,2019,322447,2020,1084021,,,,,,,,,,,,,
Bagura,Transport,2019,363997,2020,548432,,,,,,,,,,,,,
Bagura,Transport,2019,256645,2020,759640,,,,,,,,,,,,,
Bagura,Transport,2019,253092,2020,172353,,,,,,,,,,,,,
Bagura,Transport,2019,445939,2020,897178,,,,,,,,,,,,,
Bagura,Transport,2019,283873,2020,865363,,,,,,,,,,,,,
Bagura,Transport,2019,310571,2020,634314,,,,,,,,,,,,,
Bagura,Transport,2019,435396,2020,522490,,,,,,,,,,,,,
Bagura,Transport,2019,260071,2020,155152,,,,,,,,,,,,,
Bagura,Transport,2019,270976,2020,737920,,,,,,,,,,,,,
Bagura,Transport,2019,294162,2020,680311,,,,,,,,,,,,,
Bagura,Transport,2019,304318,2020,409784,,,,,,,,,,,,,
Bagura,Transport,2019,363041,2020,515328,,,,,,,,,,,,,
Bagura,Transport,2019,383008,2020,173845,,,,,,,,,,,,,
Bagura,Transport,2019,149102,2020,313877,,,,,,,,,,,,,
Bagura,Transport,2019,248062,2020,1132747,,,,,,,,,,,,,
Bagura,Transport,2019,338248,2020,830256,,,,,,,,,,,,,
Bagura,Transport,2019,414604,2020,1136045,,,,,,,,,,,,,
Bagura,Transport,2019,355116,2020,669335,,,,,,,,,,,,,
Bagura,Transport,2019,201229,2020,988258,,,,,,,,,,,,,
Bagura,Transport,2019,439024,2020,951432,,,,,,,,,,,,,
Bagura,Transport,2019,404814,2020,388612,,,,,,,,,,,,,
Bagura,Transport,2019,412347,2020,407497,,,,,,,,,,,,,
Bagura,Transport,2019,157934,2020,1112868,,,,,,,,,,,,,
Bagura,Transport,2019,213222,2020,584837,,,,,,,,,,,,,
Bagura,Transport,2019,126242,2020,811696,,,,,,,,,,,,,
Bagura,Transport,2019,290978,2020,253187,,,,,,,,,,,,,
Bagura,Transport,2019,448247,2020,983718,,,,,,,,,,,,,
Bagura,Transport,2019,237859,2020,1043983,,,,,,,,,,,,,
Bagura,Transport,2019,306143,2020,762647,,,,,,,,,,,,,
Bagura,Transport,2019,285392,2020,714441,,,,,,,,,,,,,
Bagura,Transport,2019,223728,2020,174565,,,,,,,,,,,,,
Bagura,Transport,2019,318564,2020,690455,,,,,,,,,,,,,
Bagura,Transport,2019,206553,2020,183952,,,,,,,,,,,,,
Bagura,Transport,2019,232487,2020,373176,,,,,,,,,,,,,
Bagura,Transport,2019,362014,2020,672706,,,,,,,,,,,,,
Bagura,Transport,2019,412366,2020,355374,,,,,,,,,,,,,
Bagura,Transport,2019,139148,2020,364710,,,,,,,,,,,,,
Bagura,Transport,2019,154711,2020,866915,,,,,,,,,,,,,
Bagura,Transport,2019,378433,2020,159153,,,,,,,,,,,,,
Bagura,Transport,2019,141375,2020,755421,,,,,,,,,,,,,
Bagura,Transport,2019,348028,2020,748336,,,,,,,,,,,,,
Bagura,Transport,2019,205145,2020,737766,,,,,,,,,,,,,
Bagura,Transport,2019,242786,2020,238832,,,,,,,,,,,,,
Bagura,Transport,2019,221919,2020,945811,,,,,,,,,,,,,
Bagura,Transport,2019,153850,2020,1067924,,,,,,,,,,,,,
Bagura,Transport,2019,132347,2020,1144227,,,,,,,,,,,,,
Bagura,Transport,2019,356945,2020,1141569,,,,,,,,,,,,,
Bagura,Transport,2019,288183,2020,416265,,,,,,,,,,,,,
Bagura,Transport,2019,371241,2020,485739,,,,,,,,,,,,,
Bagura,Transport,2019,179966,2020,1091953,,,,,,,,,,,,,
Bagura,Transport,2019,195788,2020,1048974,,,,,,,,,,,,,
Bagura,Transport,2019,409366,2020,747319,,,,,,,,,,,,,
Bagura,Transport,2019,287465,2020,581386,,,,,,,,,,,,,
Banani,Transport,2019,450920,2020,908275,,,,,,,,,,,,,
Banani,Transport,2019,292812,2020,267558,,,,,,,,,,,,,
Banani,Transport,2019,177263,2020,484198,,,,,,,,,,,,,
Banani,Transport,2019,415821,2020,647748,,,,,,,,,,,,,
Banani,Transport,2019,302539,2020,777294,,,,,,,,,,,,,
Banani,Transport,2019,246921,2020,796515,,,,,,,,,,,,,
Banani,Transport,2019,447888,2020,644937,,,,,,,,,,,,,
Banani,Transport,2019,340874,2020,184303,,,,,,,,,,,,,
Banani,Transport,2019,221248,2020,569540,,,,,,,,,,,,,
Banani,Transport,2019,454631,2020,858221,,,,,,,,,,,,,
Banani,Transport,2019,255278,2020,309670,,,,,,,,,,,,,
Banani,Transport,2019,397730,2020,1140905,,,,,,,,,,,,,
Banani,Transport,2019,391834,2020,1006217,,,,,,,,,,,,,
Banani,Transport,2019,349289,2020,976523,,,,,,,,,,,,,
Banani,Transport,2019,358562,2020,121583,,,,,,,,,,,,,
Banani,Transport,2019,284995,2020,905076,,,,,,,,,,,,,
Banani,Transport,2019,275053,2020,947639,,,,,,,,,,,,,
Banani,Transport,2019,233796,2020,767999,,,,,,,,,,,,,
Banani,Transport,2019,337423,2020,1099060,,,,,,,,,,,,,
Banani,Transport,2019,188186,2020,465853,,,,,,,,,,,,,
Banani,Transport,2019,144169,2020,799557,,,,,,,,,,,,,
Banani,Transport,2019,236798,2020,805222,,,,,,,,,,,,,
Banani,Transport,2019,115098,2020,895885,,,,,,,,,,,,,
Banani,Transport,2019,249433,2020,923539,,,,,,,,,,,,,
Banani,Transport,2019,328120,2020,178472,,,,,,,,,,,,,
Banani,Transport,2019,347068,2020,574875,,,,,,,,,,,,,
Banani,Transport,2019,317662,2020,203007,,,,,,,,,,,,,
Banani,Transport,2019,174356,2020,359407,,,,,,,,,,,,,
Banani,Transport,2019,290995,2020,329089,,,,,,,,,,,,,
Banani,Transport,2019,343796,2020,275261,,,,,,,,,,,,,
Banani,Transport,2019,349957,2020,749565,,,,,,,,,,,,,
Banani,Transport,2019,401861,2020,435574,,,,,,,,,,,,,
Banani,Transport,2019,138945,2020,492264,,,,,,,,,,,,,
Banani,Transport,2019,196234,2020,1133543,,,,,,,,,,,,,
Banani,Transport,2019,339283,2020,275776,,,,,,,,,,,,,
Banani,Transport,2019,207287,2020,952175,,,,,,,,,,,,,
Banani,Transport,2019,369875,2020,1071132,,,,,,,,,,,,,
Banani,Transport,2019,287644,2020,461276,,,,,,,,,,,,,
Banani,Transport,2019,289096,2020,728180,,,,,,,,,,,,,
Banani,Transport,2019,189872,2020,194840,,,,,,,,,,,,,
Banani,Transport,2019,184820,2020,467768,,,,,,,,,,,,,
Banani,Transport,2019,446773,2020,1055307,,,,,,,,,,,,,
Banani,Transport,2019,374334,2020,155345,,,,,,,,,,,,,
Banani,Transport,2019,206420,2020,833728,,,,,,,,,,,,,
Banani,Transport,2019,307559,2020,653009,,,,,,,,,,,,,
Banani,Transport,2019,337311,2020,1082264,,,,,,,,,,,,,
Banani,Transport,2019,247502,2020,188420,,,,,,,,,,,,,
Banani,Transport,2019,279067,2020,1090005,,,,,,,,,,,,,
Banani,Transport,2019,335607,2020,275077,,,,,,,,,,,,,
Banani,Transport,2019,209715,2020,639430,,,,,,,,,,,,,
Banani,Transport,2019,452216,2020,701656,,,,,,,,,,,,,
Banani,Transport,2019,226010,2020,932773,,,,,,,,,,,,,
Banani,Transport,2019,197937,2020,167890,,,,,,,,,,,,,
Banani,Transport,2019,244281,2020,821800,,,,,,,,,,,,,
Banglshal,Transport,2019,283313,2020,911639,,,,,,,,,,,,,
Banglshal,Transport,2019,153390,2020,383181,,,,,,,,,,,,,
Banglshal,Transport,2019,146714,2020,231689,,,,,,,,,,,,,
Banglshal,Transport,2019,266891,2020,774808,,,,,,,,,,,,,
Banglshal,Transport,2019,377375,2020,771612,,,,,,,,,,,,,
Banglshal,Transport,2019,351788,2020,1043890,,,,,,,,,,,,,
Banglshal,Transport,2019,124095,2020,163552,,,,,,,,,,,,,
Banglshal,Transport,2019,433298,2020,1096708,,,,,,,,,,,,,
Banglshal,Transport,2019,358658,2020,175519,,,,,,,,,,,,,
Banglshal,Transport,2019,413818,2020,666890,,,,,,,,,,,,,
Banglshal,Transport,2019,449568,2020,646404,,,,,,,,,,,,,
Banglshal,Transport,2019,127732,2020,251120,,,,,,,,,,,,,
Banglshal,Transport,2019,379809,2020,631720,,,,,,,,,,,,,
Banglshal,Transport,2019,174886,2020,919768,,,,,,,,,,,,,
Banglshal,Transport,2019,329859,2020,136120,,,,,,,,,,,,,
Banglshal,Transport,2019,166015,2020,665186,,,,,,,,,,,,,
Banglshal,Transport,2019,352399,2020,973085,,,,,,,,,,,,,
Banglshal,Transport,2019,402426,2020,137419,,,,,,,,,,,,,
Banglshal,Transport,2019,181661,2020,891784,,,,,,,,,,,,,
Banglshal,Transport,2019,408927,2020,777509,,,,,,,,,,,,,
Banglshal,Transport,2019,403564,2020,1140227,,,,,,,,,,,,,
Banglshal,Transport,2019,316932,2020,811264,,,,,,,,,,,,,
Banglshal,Transport,2019,117103,2020,263111,,,,,,,,,,,,,
Banglshal,Transport,2019,147810,2020,284728,,,,,,,,,,,,,
Banglshal,Transport,2019,299984,2020,801136,,,,,,,,,,,,,
Banglshal,Transport,2019,367638,2020,561194,,,,,,,,,,,,,
Banglshal,Transport,2019,455856,2020,795479,,,,,,,,,,,,,
Banglshal,Transport,2019,168656,2020,1029414,,,,,,,,,,,,,
Banglshal,Transport,2019,201796,2020,193317,,,,,,,,,,,,,
Banglshal,Transport,2019,206977,2020,705110,,,,,,,,,,,,,
Banglshal,Transport,2019,120238,2020,814563,,,,,,,,,,,,,
Banglshal,Transport,2019,237961,2020,1047964,,,,,,,,,,,,,
Banglshal,Transport,2019,219343,2020,404586,,,,,,,,,,,,,
Banglshal,Transport,2019,251065,2020,160506,,,,,,,,,,,,,
Banglshal,Transport,2019,329048,2020,565807,,,,,,,,,,,,,
Banglshal,Transport,2019,409910,2020,314206,,,,,,,,,,,,,
Banglshal,Transport,2019,200065,2020,604785,,,,,,,,,,,,,
Banglshal,Transport,2019,353801,2020,1145189,,,,,,,,,,,,,
Banglshal,Transport,2019,306111,2020,948772,,,,,,,,,,,,,
Banglshal,Transport,2019,405664,2020,466944,,,,,,,,,,,,,
Banglshal,Transport,2019,440327,2020,779262,,,,,,,,,,,,,
Banglshal,Transport,2019,378077,2020,1122337,,,,,,,,,,,,,
Banglshal,Transport,2019,441492,2020,1114213,,,,,,,,,,,,,
Barishal,Transport,2019,438331,2020,1111971,,,,,,,,,,,,,
Barishal,Transport,2019,134737,2020,923605,,,,,,,,,,,,,
Barishal,Transport,2019,364071,2020,465352,,,,,,,,,,,,,
Barishal,Transport,2019,277363,2020,604637,,,,,,,,,,,,,
Barishal,Transport,2019,312633,2020,695650,,,,,,,,,,,,,
Barishal,Transport,2019,155744,2020,1099533,,,,,,,,,,,,,
Barishal,Transport,2019,254250,2020,869977,,,,,,,,,,,,,
Barishal,Transport,2019,418292,2020,204626,,,,,,,,,,,,,
Barishal,Transport,2019,210766,2020,827942,,,,,,,,,,,,,
Barishal,Transport,2019,443826,2020,791266,,,,,,,,,,,,,
Barishal,Transport,2019,392676,2020,901243,,,,,,,,,,,,,
Barishal,Transport,2019,307152,2020,900545,,,,,,,,,,,,,
Barishal,Transport,2019,171963,2020,646743,,,,,,,,,,,,,
Barishal,Transport,2019,180437,2020,679529,,,,,,,,,,,,,
Barishal,Transport,2019,186885,2020,228030,,,,,,,,,,,,,
CDA Avenue,Transport,2019,343827,2020,769791,,,,,,,,,,,,,
CDA Avenue,Transport,2019,437875,2020,628242,,,,,,,,,,,,,
CDA Avenue,Transport,2019,235354,2020,184174,,,,,,,,,,,,,
CDA Avenue,Transport,2019,180951,2020,599852,,,,,,,,,,,,,
CDA Avenue,Transport,2019,164837,2020,1131503,,,,,,,,,,,,,
CDA Avenue,Transport,2019,236405,2020,1043857,,,,,,,,,,,,,
CDA Avenue,Transport,2019,283713,2020,1039495,,,,,,,,,,,,,
CDA Avenue,Transport,2019,369799,2020,1143588,,,,,,,,,,,,,
CDA Avenue,Transport,2019,373686,2020,310583,,,,,,,,,,,,,
CDA Avenue,Transport,2019,374374,2020,955843,,,,,,,,,,,,,
CDA Avenue,Transport,2019,453242,2020,890481,,,,,,,,,,,,,
CDA Avenue,Transport,2019,278843,2020,945177,,,,,,,,,,,,,
CDA Avenue,Transport,2019,427401,2020,1151010,,,,,,,,,,,,,
CDA Avenue,Transport,2019,157379,2020,455189,,,,,,,,,,,,,
CDA Avenue,Transport,2019,446539,2020,754240,,,,,,,,,,,,,
CDA Avenue,Transport,2019,450199,2020,384967,,,,,,,,,,,,,
CDA Avenue,Transport,2019,451671,2020,401318,,,,,,,,,,,,,
CDA Avenue,Transport,2019,163338,2020,427519,,,,,,,,,,,,,
CDA Avenue,Transport,2019,280030,2020,995136,,,,,,,,,,,,,
CDA Avenue,Transport,2019,345063,2020,966633,,,,,,,,,,,,,
CDA Avenue,Transport,2019,138931,2020,425915,,,,,,,,,,,,,
CDA Avenue,Transport,2019,297478,2020,988787,,,,,,,,,,,,,
CDA Avenue,Transport,2019,363634,2020,592741,,,,,,,,,,,,,
CDA Avenue,Transport,2019,124360,2020,652099,,,,,,,,,,,,,
CDA Avenue,Transport,2019,437840,2020,430681,,,,,,,,,,,,,
CDA Avenue,Transport,2019,239531,2020,835180,,,,,,,,,,,,,
CDA Avenue,Transport,2019,189927,2020,539063,,,,,,,,,,,,,
CDA Avenue,Transport,2019,235364,2020,576846,,,,,,,,,,,,,
CDA Avenue,Transport,2019,325523,2020,303452,,,,,,,,,,,,,
CDA Avenue,Transport,2019,122957,2020,665147,,,,,,,,,,,,,
CDA Avenue,Transport,2019,151384,2020,710200,,,,,,,,,,,,,
CDA Avenue,Transport,2019,317007,2020,818797,,,,,,,,,,,,,
CDA Avenue,Transport,2019,257187,2020,693798,,,,,,,,,,,,,
CDA Avenue,Transport,2019,278498,2020,825805,,,,,,,,,,,,,
CDA Avenue,Transport,2019,166431,2020,718748,,,,,,,,,,,,,
CDA Avenue,Transport,2019,140098,2020,1118875,,,,,,,,,,,,,
CDA Avenue,Transport,2019,402135,2020,999319,,,,,,,,,,,,,
CDA Avenue,Transport,2019,213613,2020,379343,,,,,,,,,,,,,
CDA Avenue,Transport,2019,196453,2020,377013,,,,,,,,,,,,,
CDA Avenue,Transport,2019,382294,2020,234668,,,,,,,,,,,,,
CDA Avenue,Transport,2019,441711,2020,885402,,,,,,,,,,,,,
CDA Avenue,Transport,2019,161040,2020,542791,,,,,,,,,,,,,
CDA Avenue,Transport,2019,145478,2020,773530,,,,,,,,,,,,,
CDA Avenue,Transport,2019,175048,2020,268845,,,,,,,,,,,,,
CDA Avenue,Transport,2019,258530,2020,790876,,,,,,,,,,,,,
CDA Avenue,Transport,2019,182185,2020,1003519,,,,,,,,,,,,,
CDA Avenue,Transport,2019,364355,2020,637868,,,,,,,,,,,,,
CDA Avenue,Transport,2019,161737,2020,1106123,,,,,,,,,,,,,
CDA Avenue,Transport,2019,306456,2020,250770,,,,,,,,,,,,,
CDA Avenue,Transport,2019,277631,2020,1008237,,,,,,,,,,,,,
CDA Avenue,Transport,2019,307110,2020,595352,,,,,,,,,,,,,
CDA Avenue,Transport,2019,300677,2020,364731,,,,,,,,,,,,,
CDA Avenue,Transport,2019,222942,2020,1024186,,,,,,,,,,,,,
CDA Avenue,Transport,2019,350418,2020,544688,,,,,,,,,,,,,
CDA Avenue,Transport,2019,219195,2020,663377,,,,,,,,,,,,,
CDA Avenue,Transport,2019,316740,2020,875666,,,,,,,,,,,,,
CDA Avenue,Transport,2019,230227,2020,362270,,,,,,,,,,,,,
CDA Avenue,Transport,2019,326966,2020,690260,,,,,,,,,,,,,
CDA Avenue,Transport,2019,156064,2020,530552,,,,,,,,,,,,,
CDA Avenue,Transport,2019,166035,2020,1057149,,,,,,,,,,,,,
CDA Avenue,Transport,2019,161394,2020,136562,,,,,,,,,,,,,
CDA Avenue,Transport,2019,129903,2020,1069756,,,,,,,,,,,,,
Cumilla,Transport,2019,222022,2020,679413,,,,,,,,,,,,,
Cumilla,Transport,2019,135981,2020,372452,,,,,,,,,,,,,
Cumilla,Transport,2019,316793,2020,801222,,,,,,,,,,,,,
Cumilla,Transport,2019,138400,2020,185613,,,,,,,,,,,,,
Cumilla,Transport,2019,363640,2020,1004855,,,,,,,,,,,,,
Cumilla,Transport,2019,219635,2020,1146028,,,,,,,,,,,,,
Cumilla,Transport,2019,260383,2020,1054009,,,,,,,,,,,,,
Cumilla,Transport,2019,231696,2020,191154,,,,,,,,,,,,,
Cumilla,Transport,2019,118283,2020,345677,,,,,,,,,,,,,
Cumilla,Transport,2019,275811,2020,940758,,,,,,,,,,,,,
Cumilla,Transport,2019,399501,2020,474071,,,,,,,,,,,,,
Cumilla,Transport,2019,317287,2020,955175,,,,,,,,,,,,,
Cumilla,Transport,2019,397522,2020,199252,,,,,,,,,,,,,
Cumilla,Transport,2019,115896,2020,850890,,,,,,,,,,,,,
Cumilla,Transport,2019,325859,2020,336435,,,,,,,,,,,,,
Cumilla,Transport,2019,229736,2020,204222,,,,,,,,,,,,,
Cumilla,Transport,2019,303737,2020,341333,,,,,,,,,,,,,
Cumilla,Transport,2019,383115,2020,614761,,,,,,,,,,,,,
Cumilla,Transport,2019,185043,2020,514016,,,,,,,,,,,,,
Cumilla,Transport,2019,230357,2020,769104,,,,,,,,,,,,,
Cumilla,Transport,2019,167474,2020,363515,,,,,,,,,,,,,
Cumilla,Transport,2019,153359,2020,1121150,,,,,,,,,,,,,
Cumilla,Transport,2019,433045,2020,181250,,,,,,,,,,,,,
Cumilla,Transport,2019,268774,2020,732781,,,,,,,,,,,,,
Cumilla,Transport,2019,364078,2020,1130038,,,,,,,,,,,,,
Cumilla,Transport,2019,239385,2020,1077318,,,,,,,,,,,,,
Cumilla,Transport,2019,375385,2020,645279,,,,,,,,,,,,,
Cumilla,Transport,2019,304855,2020,584612,,,,,,,,,,,,,
Cumilla,Transport,2019,422551,2020,533657,,,,,,,,,,,,,
Cumilla,Transport,2019,336564,2020,600003,,,,,,,,,,,,,
Cumilla,Transport,2019,204104,2020,643203,,,,,,,,,,,,,
Cumilla,Transport,2019,383337,2020,1079698,,,,,,,,,,,,,
Cumilla,Transport,2019,226287,2020,357223,,,,,,,,,,,,,
Cumilla,Transport,2019,315633,2020,508947,,,,,,,,,,,,,
Cumilla,Transport,2019,236315,2020,1038671,,,,,,,,,,,,,
Cumilla,Transport,2019,192532,2020,810709,,,,,,,,,,,,,
Cumilla,Transport,2019,334427,2020,619007,,,,,,,,,,,,,
Cumilla,Transport,2019,178683,2020,133413,,,,,,,,,,,,,
Cumilla,Transport,2019,201131,2020,934624,,,,,,,,,,,,,
Cumilla,Transport,2019,128178,2020,1112235,,,,,,,,,,,,,
Cumilla,Transport,2019,257538,2020,213028,,,,,,,,,,,,,
Cumilla,Transport,2019,336979,2020,634835,,,,,,,,,,,,,
Cumilla,Transport,2019,403649,2020,1141957,,,,,,,,,,,,,
Cumilla,Transport,2019,135452,2020,950811,,,,,,,,,,,,,
Cumilla,Transport,2019,401179,2020,669011,,,,,,,,,,,,,
Cumilla,Transport,2019,278302,2020,956854,,,,,,,,,,,,,
Cumilla,Transport,2019,448402,2020,443855,,,,,,,,,,,,,
Cumilla,Transport,2019,301712,2020,1127180,,,,,,,,,,,,,
Cumilla,Transport,2019,271095,2020,256957,,,,,,,,,,,,,
Cumilla,Transport,2019,173248,2020,221609,,,,,,,,,,,,,
Cumilla,Transport,2019,355545,2020,780546,,,,,,,,,,,,,
Cumilla,Transport,2019,296397,2020,165047,,,,,,,,,,,,,
Cumilla,Transport,2019,435802,2020,678665,,,,,,,,,,,,,
Cumilla,Transport,2019,289847,2020,880491,,,,,,,,,,,,,
Gazipur,Transport,2019,182611,2020,757141,,,,,,,,,,,,,
Gazipur,Transport,2019,257896,2020,387057,,,,,,,,,,,,,
Gazipur,Transport,2019,453948,2020,969197,,,,,,,,,,,,,
Gazipur,Transport,2019,414656,2020,990824,,,,,,,,,,,,,
Gazipur,Transport,2019,303098,2020,243325,,,,,,,,,,,,,
Gazipur,Transport,2019,264161,2020,966121,,,,,,,,,,,,,
Gazipur,Transport,2019,254024,2020,294367,,,,,,,,,,,,,
Gazipur,Transport,2019,228942,2020,1117962,,,,,,,,,,,,,
Gazipur,Transport,2019,373803,2020,696387,,,,,,,,,,,,,
Gazipur,Transport,2019,126968,2020,391544,,,,,,,,,,,,,
Gazipur,Transport,2019,254100,2020,669728,,,,,,,,,,,,,
Gazipur,Transport,2019,353150,2020,546382,,,,,,,,,,,,,
Gazipur,Transport,2019,146608,2020,626825,,,,,,,,,,,,,
Gazipur,Transport,2019,252454,2020,1088062,,,,,,,,,,,,,
Gazipur,Transport,2019,435551,2020,592925,,,,,,,,,,,,,
Gazipur,Transport,2019,206377,2020,1037602,,,,,,,,,,,,,
Gazipur,Transport,2019,371901,2020,923249,,,,,,,,,,,,,
Gazipur,Transport,2019,163088,2020,395546,,,,,,,,,,,,,
Gazipur,Transport,2019,367589,2020,192034,,,,,,,,,,,,,
Gazipur,Transport,2019,432301,2020,481384,,,,,,,,,,,,,
Gazipur,Transport,2019,363936,2020,1143052,,,,,,,,,,,,,
Gazipur,Transport,2019,149633,2020,909367,,,,,,,,,,,,,
Gazipur,Transport,2019,324761,2020,840662,,,,,,,,,,,,,
Gazipur,Transport,2019,274399,2020,193321,,,,,,,,,,,,,
Gazipur,Transport,2019,222966,2020,876973,,,,,,,,,,,,,
Gazipur,Transport,2019,142674,2020,1106003,,,,,,,,,,,,,
Gazipur,Transport,2019,279806,2020,832676,,,,,,,,,,,,,
Gazipur,Transport,2019,133428,2020,667003,,,,,,,,,,,,,
Gazipur,Transport,2019,274683,2020,1072125,,,,,,,,,,,,,
Gazipur,Transport,2019,300618,2020,889802,,,,,,,,,,,,,
Gazipur,Transport,2019,366365,2020,667886,,,,,,,,,,,,,
Gazipur,Transport,2019,217682,2020,393311,,,,,,,,,,,,,
Gazipur,Transport,2019,451800,2020,465777,,,,,,,,,,,,,
Gazipur,Transport,2019,413641,2020,761704,,,,,,,,,,,,,
Gazipur,Transport,2019,365200,2020,838428,,,,,,,,,,,,,
Gazipur,Transport,2019,355595,2020,216207,,,,,,,,,,,,,
Gazipur,Transport,2019,356099,2020,773269,,,,,,,,,,,,,
Gazipur,Transport,2019,402811,2020,604909,,,,,,,,,,,,,
Gazipur,Transport,2019,390390,2020,260021,,,,,,,,,,,,,
Gazipur,Transport,2019,168578,2020,314877,,,,,,,,,,,,,
Gazipur,Transport,2019,218394,2020,1080377,,,,,,,,,,,,,
Gazipur,Transport,2019,220718,2020,554385,,,,,,,,,,,,,
Gazipur,Transport,2019,333910,2020,232278,,,,,,,,,,,,,
Gazipur,Transport,2019,438288,2020,530668,,,,,,,,,,,,,
Gazipur,Transport,2019,368023,2020,482491,,,,,,,,,,,,,
Gazipur,Transport,2019,407016,2020,264797,,,,,,,,,,,,,
Gazipur,Transport,2019,372767,2020,952510,,,,,,,,,,,,,
Gazipur,Transport,2019,318150,2020,606462,,,,,,,,,,,,,
Gazipur,Transport,2019,346757,2020,855747,,,,,,,,,,,,,
Gazipur,Transport,2019,163362,2020,351400,,,,,,,,,,,,,
Gazipur,Transport,2019,277807,2020,1039573,,,,,,,,,,,,,
Gazipur,Transport,2019,121339,2020,967957,,,,,,,,,,,,,
Gazipur,Transport,2019,399734,2020,436255,,,,,,,,,,,,,
Gazipur,Transport,2019,204797,2020,638109,,,,,,,,,,,,,
Gazipur,Transport,2019,206617,2020,892964,,,,,,,,,,,,,
Gazipur,Transport,2019,415832,2020,912595,,,,,,,,,,,,,
Gulshan,Transport,2019,163444,2020,265633,,,,,,,,,,,,,
Gulshan,Transport,2019,313674,2020,1051875,,,,,,,,,,,,,
Gulshan,Transport,2019,166079,2020,556095,,,,,,,,,,,,,
Gulshan,Transport,2019,404116,2020,904009,,,,,,,,,,,,,
Gulshan,Transport,2019,453941,2020,250441,,,,,,,,,,,,,
Gulshan,Transport,2019,430126,2020,893133,,,,,,,,,,,,,
Gulshan,Transport,2019,217822,2020,894276,,,,,,,,,,,,,
Gulshan,Transport,2019,405254,2020,215910,,,,,,,,,,,,,
Gulshan,Transport,2019,359255,2020,317121,,,,,,,,,,,,,
Gulshan,Transport,2019,164356,2020,176126,,,,,,,,,,,,,
Gulshan,Transport,2019,385751,2020,650498,,,,,,,,,,,,,
